subject_id,photo_id,image_path,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,a2ea49685cb768cfc03889f49d957813,train/mask/a2ea49685cb768cfc03889f49d957813.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,f387a4a12bc5cef559cbafaa119b08c6,train/mask/f387a4a12bc5cef559cbafaa119b08c6.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,49245e48972224fee1ce7f9f891ea8d2,train/mask/49245e48972224fee1ce7f9f891ea8d2.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,ac16581b90636f1a3d441093a5c38f24,train/mask/ac16581b90636f1a3d441093a5c38f24.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,29680d6932a1d665b4dc5074b4e292d6,train/mask/29680d6932a1d665b4dc5074b4e292d6.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,443b2ef7ca63a9e0bc3eec6bbe1a420e,train/mask/443b2ef7ca63a9e0bc3eec6bbe1a420e.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,efc16ea1bd540bbd6e1a7abc980d5b59,train/mask/efc16ea1bd540bbd6e1a7abc980d5b59.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,3671088a5166260c9d5c083a66235225,train/mask/3671088a5166260c9d5c083a66235225.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,ef0f9f1fabdfc7d4c969a4f4c008e3bb,train/mask/ef0f9f1fabdfc7d4c969a4f4c008e3bb.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,8bd6a1ea9ea213e2c0f75b1855085fe9,train/mask/8bd6a1ea9ea213e2c0f75b1855085fe9.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,ab798c74408f489aef68491c911cc376,train/mask/ab798c74408f489aef68491c911cc376.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KNq9LWzRIJfcCQtM9-zFyifnJQUjTpBQI_cl49HX-Ds,be8eed2ebd04cea5392552244810fbd7,train/mask/be8eed2ebd04cea5392552244810fbd7.png,24.27,49.5,30.98,36.14,102.13,26.8,169.96,100.27,78.1,35.4,64.71,55.45,88.29,17.76
KRhhODp3IdNvOwJrGTgxyFFSajMFzlvI6-oXD7zUB1M,db6b48f3cbe79ff9473ac63723c0bfdd,train/mask/db6b48f3cbe79ff9473ac63723c0bfdd.png,22.34,50.76,26.32,34.72,86.35,23.13,169.96,94.67,79.06,31.02,60.46,49.54,76.72,15.02
KRhhODp3IdNvOwJrGTgxyFFSajMFzlvI6-oXD7zUB1M,6542d3e225e1bedbb216de70c139041b,train/mask/6542d3e225e1bedbb216de70c139041b.png,22.34,50.76,26.32,34.72,86.35,23.13,169.96,94.67,79.06,31.02,60.46,49.54,76.72,15.02
KRhhODp3IdNvOwJrGTgxyFFSajMFzlvI6-oXD7zUB1M,bcb48b05b8eec372ee59fb49b82eefac,train/mask/bcb48b05b8eec372ee59fb49b82eefac.png,22.34,50.76,26.32,34.72,86.35,23.13,169.96,94.67,79.06,31.02,60.46,49.54,76.72,15.02
KUNSraIYDWHRcL691_W2GTTD0xKejJUyZHVqdQyezaM,91d8673ae187d9a007bec8dcd10a8bb7,train/mask/91d8673ae187d9a007bec8dcd10a8bb7.png,23.0,49.3,26.45,33.98,96.57,23.97,171.33,95.13,80.91,32.22,61.52,51.98,82.42,14.97
KUNSraIYDWHRcL691_W2GTTD0xKejJUyZHVqdQyezaM,48f8a379a79161ea6f14e03a51a2e6ff,train/mask/48f8a379a79161ea6f14e03a51a2e6ff.png,23.0,49.3,26.45,33.98,96.57,23.97,171.33,95.13,80.91,32.22,61.52,51.98,82.42,14.97
KY1Q2Nc-yvVUEAKwvMMmeuQrSkSgRsQJODlxSLIncyE,c5a6e7c828517db77ac8b8a744db48a1,train/mask/c5a6e7c828517db77ac8b8a744db48a1.png,23.08,52.13,29.51,35.58,101.5,26.84,175.18,94.02,81.18,37.63,65.65,50.57,76.59,16.13
K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,091dcce1c6acbac0fa26446a342bfc7f,train/mask/091dcce1c6acbac0fa26446a342bfc7f.png,20.93,45.12,23.0,33.23,82.89,20.72,160.2,88.99,72.74,30.47,57.63,46.84,71.37,13.71
K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,f6bb078511f91786648f8f41f4d85df6,train/mask/f6bb078511f91786648f8f41f4d85df6.png,20.93,45.12,23.0,33.23,82.89,20.72,160.2,88.99,72.74,30.47,57.63,46.84,71.37,13.71
K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,f321ac40542ccbc5b979f1277018761b,train/mask/f321ac40542ccbc5b979f1277018761b.png,20.93,45.12,23.0,33.23,82.89,20.72,160.2,88.99,72.74,30.47,57.63,46.84,71.37,13.71
K_II_ceJULbMT4-1kDxWSxcLNVQVQ_xXiH2yEzIwerw,31dfcec39974a876ae198e91f91b28a5,train/mask/31dfcec39974a876ae198e91f91b28a5.png,20.93,45.12,23.0,33.23,82.89,20.72,160.2,88.99,72.74,30.47,57.63,46.84,71.37,13.71
K_XRjXOCXSNFbOi6A27GCI9PJMJSmSMRfacbG6YGYtg,e3609a6f517cf11c909fea56bc49692d,train/mask/e3609a6f517cf11c909fea56bc49692d.png,23.85,48.46,28.86,39.06,103.67,26.75,166.23,100.27,71.81,37.82,65.75,49.48,93.27,16.47
K_XRjXOCXSNFbOi6A27GCI9PJMJSmSMRfacbG6YGYtg,f42b9607b179f220410c52fb085a81a4,train/mask/f42b9607b179f220410c52fb085a81a4.png,23.85,48.46,28.86,39.06,103.67,26.75,166.23,100.27,71.81,37.82,65.75,49.48,93.27,16.47
K_XRjXOCXSNFbOi6A27GCI9PJMJSmSMRfacbG6YGYtg,e7f8e5d391168abe865a02a345b087c3,train/mask/e7f8e5d391168abe865a02a345b087c3.png,23.85,48.46,28.86,39.06,103.67,26.75,166.23,100.27,71.81,37.82,65.75,49.48,93.27,16.47
KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,3a816321f440302abb6336a0597b4805,train/mask/3a816321f440302abb6336a0597b4805.png,23.67,48.99,28.75,35.46,94.23,25.67,167.75,98.21,74.57,36.84,66.32,48.08,85.55,16.71
KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,d93278072f4a3ab5d773394b6fccc88f,train/mask/d93278072f4a3ab5d773394b6fccc88f.png,23.67,48.99,28.75,35.46,94.23,25.67,167.75,98.21,74.57,36.84,66.32,48.08,85.55,16.71
KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,0293748d12b9a69a53285bfe60b8a037,train/mask/0293748d12b9a69a53285bfe60b8a037.png,23.67,48.99,28.75,35.46,94.23,25.67,167.75,98.21,74.57,36.84,66.32,48.08,85.55,16.71
KfJBoub1UVszSENTWNIsagcvwmOw2kit8FlHE6vdDgQ,5d24df72159d845afef31d71ebc3c4ca,train/mask/5d24df72159d845afef31d71ebc3c4ca.png,23.67,48.99,28.75,35.46,94.23,25.67,167.75,98.21,74.57,36.84,66.32,48.08,85.55,16.71
KhUMWnLuJuU_heHssK7sfl737LWj7j90yef1ZIFvoZE,84433f8545f547514b82759cbbaa6c44,train/mask/84433f8545f547514b82759cbbaa6c44.png,24.73,52.18,33.61,37.82,102.84,29.64,177.38,98.99,82.46,38.01,66.65,55.97,84.78,16.85
KhUMWnLuJuU_heHssK7sfl737LWj7j90yef1ZIFvoZE,118a6fe777d105f80c576a4efc5294a2,train/mask/118a6fe777d105f80c576a4efc5294a2.png,24.73,52.18,33.61,37.82,102.84,29.64,177.38,98.99,82.46,38.01,66.65,55.97,84.78,16.85
KiK6AcGmaLEwt7mZeZwVpBhirsxCI-QYMA4jBbg-MeE,679c036263db0f8a4f7c89e3266cf8aa,train/mask/679c036263db0f8a4f7c89e3266cf8aa.png,26.17,49.18,44.0,44.16,122.79,32.93,178.41,121.23,78.64,39.94,69.94,64.92,107.79,18.6
KiK6AcGmaLEwt7mZeZwVpBhirsxCI-QYMA4jBbg-MeE,9ea191830aa4f4e1579cd273b9830c42,train/mask/9ea191830aa4f4e1579cd273b9830c42.png,26.17,49.18,44.0,44.16,122.79,32.93,178.41,121.23,78.64,39.94,69.94,64.92,107.79,18.6
KiK6AcGmaLEwt7mZeZwVpBhirsxCI-QYMA4jBbg-MeE,83e334057a984af14ac524bbc4febc5b,train/mask/83e334057a984af14ac524bbc4febc5b.png,26.17,49.18,44.0,44.16,122.79,32.93,178.41,121.23,78.64,39.94,69.94,64.92,107.79,18.6
KiK6AcGmaLEwt7mZeZwVpBhirsxCI-QYMA4jBbg-MeE,4db116a2a022988940f0fe3ba4d16114,train/mask/4db116a2a022988940f0fe3ba4d16114.png,26.17,49.18,44.0,44.16,122.79,32.93,178.41,121.23,78.64,39.94,69.94,64.92,107.79,18.6
KiK6AcGmaLEwt7mZeZwVpBhirsxCI-QYMA4jBbg-MeE,0ebb45d02c1f369120fb84115bb727a6,train/mask/0ebb45d02c1f369120fb84115bb727a6.png,26.17,49.18,44.0,44.16,122.79,32.93,178.41,121.23,78.64,39.94,69.94,64.92,107.79,18.6
KiK6AcGmaLEwt7mZeZwVpBhirsxCI-QYMA4jBbg-MeE,5db57819c614d471baa4626a8eea1d72,train/mask/5db57819c614d471baa4626a8eea1d72.png,26.17,49.18,44.0,44.16,122.79,32.93,178.41,121.23,78.64,39.94,69.94,64.92,107.79,18.6
KiOh1P-1kKbeY_XDdSJX1Dk41-F3YrEAJvwwxj8jVgw,ce3e4e95c69c2f116ad9b61ffc282923,train/mask/ce3e4e95c69c2f116ad9b61ffc282923.png,24.01,47.49,27.94,37.81,96.29,25.28,171.16,95.72,73.95,35.56,66.91,52.06,85.29,16.91
KkcKYV7B1vYaAU3rhnwuJURVMpt_DsVVfOjKhQWyIUY,9192d4582d9c7509c6832c7b5bb6ab95,train/mask/9192d4582d9c7509c6832c7b5bb6ab95.png,23.56,48.95,35.37,39.19,116.85,26.58,165.16,119.6,76.11,34.64,63.05,66.15,108.22,15.71
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,b8b5ce240195de40737782c5a421f39f,train/mask/b8b5ce240195de40737782c5a421f39f.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,07ba11aae450b0acba269eeb8d3309bb,train/mask/07ba11aae450b0acba269eeb8d3309bb.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,08e62633e15c223d4a2401d9c5b5f950,train/mask/08e62633e15c223d4a2401d9c5b5f950.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,1bb367707fa9792f31100a9798cd343c,train/mask/1bb367707fa9792f31100a9798cd343c.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,b912f083fba5db1b464aef7bc2502d8a,train/mask/b912f083fba5db1b464aef7bc2502d8a.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,d808093e34eb821abb9fbbd0ae1e1e66,train/mask/d808093e34eb821abb9fbbd0ae1e1e66.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,12d718902ec4826d2b249f7e3514be48,train/mask/12d718902ec4826d2b249f7e3514be48.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,535e48b2e7f32fd9adc5786d94700a02,train/mask/535e48b2e7f32fd9adc5786d94700a02.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,5b191981e813e75c75ca3dced88c349f,train/mask/5b191981e813e75c75ca3dced88c349f.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,4ed3ed155651f83377d309cf60ea9f85,train/mask/4ed3ed155651f83377d309cf60ea9f85.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,665674747ae8b7e26bb7c6037eee0a70,train/mask/665674747ae8b7e26bb7c6037eee0a70.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
KlCO_7813pIq4DnmhuGrYTD02wHzS24wjgUoFlvwAJU,7b5775fb471c965b8244ebc3a9f201af,train/mask/7b5775fb471c965b8244ebc3a9f201af.png,25.69,52.28,32.44,38.36,109.68,28.7,181.27,104.25,84.93,36.65,68.35,55.76,95.79,17.41
Kr1whZRnyXXBfX2Qb68APhgjTqQOJoNCbyiyp8KjOUM,e4846bcdc9ac7238af1f4d83f3afdf2f,train/mask/e4846bcdc9ac7238af1f4d83f3afdf2f.png,24.19,50.32,37.43,40.52,114.18,30.1,170.0,112.03,75.87,39.55,64.76,61.25,103.8,18.25
KrH7eR84pfuQ6Ltqaz9Y56lZZfl3veVlIsUHfyNLGs8,7f79bc49a95b14884cc61b667b7a06ff,train/mask/7f79bc49a95b14884cc61b667b7a06ff.png,23.65,47.32,28.61,35.03,93.68,26.07,170.19,95.66,75.0,35.69,65.74,49.72,80.81,15.59
KrH7eR84pfuQ6Ltqaz9Y56lZZfl3veVlIsUHfyNLGs8,c8cf59007d2c7a519618210398489a90,train/mask/c8cf59007d2c7a519618210398489a90.png,23.65,47.32,28.61,35.03,93.68,26.07,170.19,95.66,75.0,35.69,65.74,49.72,80.81,15.59
KrH7eR84pfuQ6Ltqaz9Y56lZZfl3veVlIsUHfyNLGs8,57f9952d49bd3e400d61cf2bfd218c5d,train/mask/57f9952d49bd3e400d61cf2bfd218c5d.png,23.65,47.32,28.61,35.03,93.68,26.07,170.19,95.66,75.0,35.69,65.74,49.72,80.81,15.59
KrH7eR84pfuQ6Ltqaz9Y56lZZfl3veVlIsUHfyNLGs8,7d39d64e4b95b08cd659ec65da6907a7,train/mask/7d39d64e4b95b08cd659ec65da6907a7.png,23.65,47.32,28.61,35.03,93.68,26.07,170.19,95.66,75.0,35.69,65.74,49.72,80.81,15.59
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,a3d287681f14e7b2a2adeed744874e26,train/mask/a3d287681f14e7b2a2adeed744874e26.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,5e5e5e5243c2d37e6bbc74b6bc6846b8,train/mask/5e5e5e5243c2d37e6bbc74b6bc6846b8.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,3a446cc9bfd9ffaa7340a717e88a564a,train/mask/3a446cc9bfd9ffaa7340a717e88a564a.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,cc65c9f30e334d6940056aaaef889680,train/mask/cc65c9f30e334d6940056aaaef889680.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,cbaeb048d41474c19408ee00626151a5,train/mask/cbaeb048d41474c19408ee00626151a5.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,72d35c702d3589df127754d62aebd245,train/mask/72d35c702d3589df127754d62aebd245.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,0e96f4c58e5dbed2cd4dcb104b35c854,train/mask/0e96f4c58e5dbed2cd4dcb104b35c854.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,171837efd54a0edae1078f94c5ac413d,train/mask/171837efd54a0edae1078f94c5ac413d.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,52e9a946b9b721875d9108bb4b4a33b6,train/mask/52e9a946b9b721875d9108bb4b4a33b6.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,69523054b40130b968c7696cc602fbbd,train/mask/69523054b40130b968c7696cc602fbbd.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
Kt0GsE-I7kELdwI9W4UddWf2678GShfelphWFdlEfgs,e26a9a309e26864a660ff0b22c694b45,train/mask/e26a9a309e26864a660ff0b22c694b45.png,23.34,43.81,32.49,36.29,96.96,28.22,159.06,93.33,66.74,37.8,62.43,51.58,79.24,16.69
KuaO0HukXURPXHNjwVlRBX54vTgGoJCgIlE6pJFBjuU,54b0722f090a4729c9a5067701580c9f,train/mask/54b0722f090a4729c9a5067701580c9f.png,21.24,47.3,27.58,35.47,102.05,24.6,162.95,98.67,74.6,32.87,59.74,53.63,79.58,15.82
KvF43GWeO49psnYb89NcDMhou4_dR6fTN1nf6ymoWYE,7804b4bcebfd220fa91509028e31bedb,train/mask/7804b4bcebfd220fa91509028e31bedb.png,23.09,48.21,29.96,34.2,94.15,25.16,172.78,90.35,76.23,36.51,65.99,50.8,75.95,15.87
KvF43GWeO49psnYb89NcDMhou4_dR6fTN1nf6ymoWYE,78637733d17ff1b99a3666bf366bcef9,train/mask/78637733d17ff1b99a3666bf366bcef9.png,23.09,48.21,29.96,34.2,94.15,25.16,172.78,90.35,76.23,36.51,65.99,50.8,75.95,15.87
KvF43GWeO49psnYb89NcDMhou4_dR6fTN1nf6ymoWYE,ad805e9f80692cb72e504dbaad54b226,train/mask/ad805e9f80692cb72e504dbaad54b226.png,23.09,48.21,29.96,34.2,94.15,25.16,172.78,90.35,76.23,36.51,65.99,50.8,75.95,15.87
KvF43GWeO49psnYb89NcDMhou4_dR6fTN1nf6ymoWYE,114ea6717aa5c19153a44975f27ff18c,train/mask/114ea6717aa5c19153a44975f27ff18c.png,23.09,48.21,29.96,34.2,94.15,25.16,172.78,90.35,76.23,36.51,65.99,50.8,75.95,15.87
KyUpCvLOaHfJNvUi1UqsGflxRBbyk5O5sHHE4Z3fYs0,31539f8a11c69760f52d148867a002ec,train/mask/31539f8a11c69760f52d148867a002ec.png,21.81,48.0,23.32,33.98,78.44,21.93,162.91,88.49,73.86,30.05,59.14,44.99,71.88,14.41
KyUpCvLOaHfJNvUi1UqsGflxRBbyk5O5sHHE4Z3fYs0,560d8242feeb561da2cab3c3203cadc6,train/mask/560d8242feeb561da2cab3c3203cadc6.png,21.81,48.0,23.32,33.98,78.44,21.93,162.91,88.49,73.86,30.05,59.14,44.99,71.88,14.41
KyUpCvLOaHfJNvUi1UqsGflxRBbyk5O5sHHE4Z3fYs0,9efc35cdc932129d30c3dac8f032f4cb,train/mask/9efc35cdc932129d30c3dac8f032f4cb.png,21.81,48.0,23.32,33.98,78.44,21.93,162.91,88.49,73.86,30.05,59.14,44.99,71.88,14.41
KyUpCvLOaHfJNvUi1UqsGflxRBbyk5O5sHHE4Z3fYs0,f848e21beb06ce505a6658b68e5a1f8b,train/mask/f848e21beb06ce505a6658b68e5a1f8b.png,21.81,48.0,23.32,33.98,78.44,21.93,162.91,88.49,73.86,30.05,59.14,44.99,71.88,14.41
Ky_Za0ND8jBPfLFuDU32SxskrabV7a4v3m1vEZipuJE,3d6ecf59b553f6aa2adbda36505331e9,train/mask/3d6ecf59b553f6aa2adbda36505331e9.png,25.44,48.32,40.63,40.39,116.05,28.04,161.57,125.52,74.89,35.06,60.43,68.53,104.52,17.35
KzVubtjZ59Pk0KE1g03Exy5v9B9VfsKWtn1oiNfoguQ,5115eeef0bec5a85c2f4d9a1b272d969,train/mask/5115eeef0bec5a85c2f4d9a1b272d969.png,23.22,45.95,28.4,36.55,88.18,24.61,164.34,89.29,71.94,34.84,62.19,48.04,71.05,15.08
KzVubtjZ59Pk0KE1g03Exy5v9B9VfsKWtn1oiNfoguQ,63c71208563740208a188a8242d0094e,train/mask/63c71208563740208a188a8242d0094e.png,23.22,45.95,28.4,36.55,88.18,24.61,164.34,89.29,71.94,34.84,62.19,48.04,71.05,15.08
L3gOZE9_foSWpEGDymPGZ72xRwNAjs30LgwA2HK5Pck,48c289fb91bea740014eb3419ae8e9ca,train/mask/48c289fb91bea740014eb3419ae8e9ca.png,22.05,45.19,27.29,35.57,89.04,22.63,156.13,100.14,72.94,30.98,56.71,54.25,80.12,14.57
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,a0593bfb12d3e1cf903a4e810a938977,train/mask/a0593bfb12d3e1cf903a4e810a938977.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,137ccc8c9bf697c11cca4a29582df042,train/mask/137ccc8c9bf697c11cca4a29582df042.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,4a38df0181bcd6a8d6f9cdcc51ddcfdf,train/mask/4a38df0181bcd6a8d6f9cdcc51ddcfdf.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,b3543cbeff06b1c90eda431e63009935,train/mask/b3543cbeff06b1c90eda431e63009935.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,1e287d9fda4199023c69f2fc84ce3b6d,train/mask/1e287d9fda4199023c69f2fc84ce3b6d.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,22e4616a9193c10cf170be69cf8441ce,train/mask/22e4616a9193c10cf170be69cf8441ce.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,f1fa1eaecb60b7e1fd5f7a6c94a7a336,train/mask/f1fa1eaecb60b7e1fd5f7a6c94a7a336.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,473c592b643abeef112c7e91aa7f4512,train/mask/473c592b643abeef112c7e91aa7f4512.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,3c216f2514e4d113050859aadf61502a,train/mask/3c216f2514e4d113050859aadf61502a.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,f91a527bf05a8b0c2dbee54231ba2b6a,train/mask/f91a527bf05a8b0c2dbee54231ba2b6a.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,4908d238fb6f4dce42872853211605c1,train/mask/4908d238fb6f4dce42872853211605c1.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L5hyLcjEUehth3dkw0b_hcjI6YWRayLrwwg9Cv2G7Fg,7fca09bb599a768ac8d77bbe2bcc69f1,train/mask/7fca09bb599a768ac8d77bbe2bcc69f1.png,22.7,49.8,25.8,35.25,92.97,23.64,170.1,94.54,79.46,32.81,61.62,48.38,77.29,15.6
L71qKO8OfKBmm1Z7R-XkSlh6-sUkbfN-36XlMGpabXw,62de2099d2b4edf2bd43127bd6c0f9be,train/mask/62de2099d2b4edf2bd43127bd6c0f9be.png,22.64,49.24,41.09,41.15,128.02,28.45,170.15,129.48,77.24,37.12,65.43,68.03,122.39,16.74
